Row ID,Order ID,Customer ID,Product ID,Product Name,Customer Name,Country,State,City,Postal Code,Order Date,Ship Date,Ship Mode,Segment,Category,Sub-Category,Sales,Quantity,Profit,Discount,Region,ï»¿Row ID
,CA-2015-117639,MW-18235,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,Mitch Willingham,United States,Virginia,Virginia Beach,23464,21-05-2015,25-05-2015,Standard Class,Corporate,Office Supplies,Binders,2715.93,7,1276.4871,0,South,995
,CA-2015-117639,MW-18235,TEC-PH-10001530,Plantronics Voyager Pro Legend,Mitch Willingham,United States,Virginia,Virginia Beach,23464,21-05-2015,25-05-2015,Standard Class,Corporate,Technology,Phones,617.97,3,173.0316,0,South,996
,US-2015-147627,HL-15040,TEC-PH-10001061,Apple iPhone 5C,Hunter Lopez,United States,Arkansas,Jonesboro,72401,20-01-2015,26-01-2015,Standard Class,Consumer,Technology,Phones,699.93,7,181.9818,0,South,1122
,US-2015-147627,HL-15040,OFF-AR-10002375,Newell 351,Hunter Lopez,United States,Arkansas,Jonesboro,72401,20-01-2015,26-01-2015,Standard Class,Consumer,Office Supplies,Art,22.96,7,6.6584,0,South,1123
,US-2015-147627,HL-15040,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Hunter Lopez,United States,Arkansas,Jonesboro,72401,20-01-2015,26-01-2015,Standard Class,Consumer,Furniture,Furnishings,38.6,4,11.58,0,South,1124
,US-2015-147627,HL-15040,OFF-AR-10003811,Newell 327,Hunter Lopez,United States,Arkansas,Jonesboro,72401,20-01-2015,26-01-2015,Standard Class,Consumer,Office Supplies,Art,6.63,3,1.7901,0,South,1125
,US-2015-147627,HL-15040,OFF-EN-10001539,Staple envelope,Hunter Lopez,United States,Arkansas,Jonesboro,72401,20-01-2015,26-01-2015,Standard Class,Consumer,Office Supplies,Envelopes,23.34,3,10.9698,0,South,1126
,US-2015-147627,HL-15040,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Hunter Lopez,United States,Arkansas,Jonesboro,72401,20-01-2015,26-01-2015,Standard Class,Consumer,Furniture,Chairs,1067.94,3,224.2674,0,South,1127
,CA-2015-136567,PS-19045,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",Penelope Sewall,United States,Virginia,Harrisonburg,22801,20-12-2015,21-12-2015,First Class,Home Office,Office Supplies,Storage,122.48,2,0,0,South,1155
,CA-2015-136567,PS-19045,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Penelope Sewall,United States,Virginia,Harrisonburg,22801,20-12-2015,21-12-2015,First Class,Home Office,Furniture,Tables,2244.48,7,493.7856,0,South,1156
,CA-2015-136567,PS-19045,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Penelope Sewall,United States,Virginia,Harrisonburg,22801,20-12-2015,21-12-2015,First Class,Home Office,Office Supplies,Binders,62.31,3,29.2857,0,South,1157
,CA-2015-136567,PS-19045,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Penelope Sewall,United States,Virginia,Harrisonburg,22801,20-12-2015,21-12-2015,First Class,Home Office,Furniture,Tables,455.1,2,100.122,0,South,1158
,CA-2015-163293,KC-16255,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,Karen Carlisle,United States,Georgia,Macon,31204,08-09-2015,11-09-2015,First Class,Corporate,Technology,Accessories,32.97,3,12.8583,0,South,1279
,CA-2015-163293,KC-16255,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",Karen Carlisle,United States,Georgia,Macon,31204,08-09-2015,11-09-2015,First Class,Corporate,Technology,Accessories,83.88,4,30.1968,0,South,1280
,CA-2015-160773,LW-16825,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Laurel Workman,United States,Florida,Deltona,32725,01-07-2015,05-07-2015,Standard Class,Corporate,Technology,Phones,575.92,2,71.99,0.2,South,1319
,CA-2015-160773,LW-16825,OFF-BI-10000546,Avery Durable Binders,Laurel Workman,United States,Florida,Deltona,32725,01-07-2015,05-07-2015,Standard Class,Corporate,Office Supplies,Binders,5.184,6,-3.6288,0.7,South,1320
,CA-2015-120768,IM-15070,OFF-BI-10001191,Canvas Sectional Post Binders,Irene Maddox,United States,Alabama,Florence,35630,19-12-2015,21-12-2015,Second Class,Consumer,Office Supplies,Binders,152.76,6,74.8524,0,South,1432
,CA-2015-120768,IM-15070,OFF-SU-10004115,Acme Stainless Steel Office Snips,Irene Maddox,United States,Alabama,Florence,35630,19-12-2015,21-12-2015,Second Class,Consumer,Office Supplies,Supplies,7.27,1,1.9629,0,South,1433
,CA-2015-120768,IM-15070,FUR-CH-10000513,High-Back Leather Manager's Chair,Irene Maddox,United States,Alabama,Florence,35630,19-12-2015,21-12-2015,Second Class,Consumer,Furniture,Chairs,1819.86,14,163.7874,0,South,1434
,CA-2015-123925,RF-19840,OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,Roy FranzÃ¶sisch,United States,Georgia,Columbus,31907,17-12-2015,19-12-2015,Second Class,Consumer,Office Supplies,Art,40.05,3,11.214,0,South,1495
,CA-2015-116239,CL-12565,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Clay Ludtke,United States,South Carolina,Columbia,29203,04-03-2015,04-03-2015,Same Day,Consumer,Office Supplies,Storage,354.9,5,17.745,0,South,1565
,CA-2015-125136,KD-16495,OFF-PA-10001457,White GlueTop Scratch Pads,Keith Dawkins,United States,North Carolina,Fayetteville,28314,28-09-2015,03-10-2015,Standard Class,Corporate,Office Supplies,Paper,96.256,8,31.2832,0.2,South,1731
,CA-2015-125136,KD-16495,OFF-PA-10001804,Xerox 195,Keith Dawkins,United States,North Carolina,Fayetteville,28314,28-09-2015,03-10-2015,Standard Class,Corporate,Office Supplies,Paper,10.688,2,3.7408,0.2,South,1732
,US-2015-158057,CC-12685,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Craig Carroll,United States,North Carolina,Greensboro,27405,22-03-2015,26-03-2015,Standard Class,Consumer,Office Supplies,Binders,7.644,4,-5.8604,0.7,South,1768
,US-2015-158057,CC-12685,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Craig Carroll,United States,North Carolina,Greensboro,27405,22-03-2015,26-03-2015,Standard Class,Consumer,Office Supplies,Binders,51.465,5,-39.4565,0.7,South,1769
,CA-2015-132612,FO-14305,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Frank Olsen,United States,Virginia,Harrisonburg,22801,09-06-2015,11-06-2015,Second Class,Consumer,Furniture,Tables,1441.3,7,245.021,0,South,1812
,CA-2015-117345,BF-10975,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,Barbara Fisher,United States,North Carolina,Charlotte,28205,01-08-2015,05-08-2015,Standard Class,Corporate,Office Supplies,Labels,17.544,3,5.9211,0.2,South,1838
,CA-2015-117345,BF-10975,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Barbara Fisher,United States,North Carolina,Charlotte,28205,01-08-2015,05-08-2015,Standard Class,Corporate,Furniture,Furnishings,44.128,4,12.1352,0.2,South,1839
,CA-2015-117345,BF-10975,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,Barbara Fisher,United States,North Carolina,Charlotte,28205,01-08-2015,05-08-2015,Standard Class,Corporate,Office Supplies,Appliances,62.92,1,10.2245,0.2,South,1840
,CA-2015-117345,BF-10975,OFF-PA-10002377,Xerox 1916,Barbara Fisher,United States,North Carolina,Charlotte,28205,01-08-2015,05-08-2015,Standard Class,Corporate,Office Supplies,Paper,78.304,2,29.364,0.2,South,1841
,CA-2015-140165,EH-14005,OFF-FA-10002815,Staples,Erica Hernandez,United States,Florida,Hialeah,33012,13-05-2015,15-05-2015,First Class,Home Office,Office Supplies,Fasteners,7.104,2,2.3976,0.2,South,1887
,CA-2015-140165,EH-14005,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Erica Hernandez,United States,Florida,Hialeah,33012,13-05-2015,15-05-2015,First Class,Home Office,Office Supplies,Binders,398.352,8,-331.96,0.7,South,1888
,CA-2015-169775,RA-19945,OFF-EN-10001749,Jiffy Padded Mailers with Self-Seal Closure,Ryan Akin,United States,Florida,Miami,33178,29-08-2015,02-09-2015,Second Class,Consumer,Office Supplies,Envelopes,29.808,2,10.8054,0.2,South,1898
,CA-2015-169775,RA-19945,OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,Ryan Akin,United States,Florida,Miami,33178,29-08-2015,02-09-2015,Second Class,Consumer,Office Supplies,Binders,505.176,4,-336.784,0.7,South,1899
,CA-2015-169775,RA-19945,FUR-TA-10001857,Balt Solid Wood Rectangular Table,Ryan Akin,United States,Florida,Miami,33178,29-08-2015,02-09-2015,Second Class,Consumer,Furniture,Tables,174.0585,3,-110.7645,0.45,South,1900
,CA-2015-103366,EH-13990,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Erica Hackney,United States,Georgia,Roswell,30076,15-01-2015,17-01-2015,First Class,Consumer,Technology,Accessories,149.95,5,65.978,0,South,1914
,CA-2015-110408,AS-10225,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Alan Schoenberger,United States,Alabama,Montgomery,36116,18-10-2015,20-10-2015,Second Class,Corporate,Office Supplies,Storage,275.97,3,11.0388,0,South,1976
,CA-2015-110408,AS-10225,TEC-PH-10002352,Avaya IP Phone 1140E VoIP phone,Alan Schoenberger,United States,Alabama,Montgomery,36116,18-10-2015,20-10-2015,Second Class,Corporate,Technology,Phones,1394.95,5,362.687,0,South,1977
,CA-2015-110408,AS-10225,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Alan Schoenberger,United States,Alabama,Montgomery,36116,18-10-2015,20-10-2015,Second Class,Corporate,Furniture,Chairs,545.88,6,70.9644,0,South,1978
,CA-2015-131905,ND-18460,OFF-LA-10002787,Avery 480,Neil Ducich,United States,Virginia,Chesapeake,23320,06-02-2015,09-02-2015,First Class,Corporate,Office Supplies,Labels,15,4,7.2,0,South,1998
,CA-2015-131905,ND-18460,TEC-PH-10003645,Aastra 57i VoIP phone,Neil Ducich,United States,Virginia,Chesapeake,23320,06-02-2015,09-02-2015,First Class,Corporate,Technology,Phones,161.61,1,42.0186,0,South,1999
,CA-2015-131905,ND-18460,TEC-PH-10001615,AT&T CL82213,Neil Ducich,United States,Virginia,Chesapeake,23320,06-02-2015,09-02-2015,First Class,Corporate,Technology,Phones,144.95,5,42.0355,0,South,2000
,CA-2015-116407,JF-15190,OFF-AR-10001315,Newell 310,Jamie Frazer,United States,Tennessee,Johnson City,37604,15-11-2015,21-11-2015,Standard Class,Consumer,Office Supplies,Art,4.224,3,0.4752,0.2,South,2009
,CA-2015-116407,JF-15190,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Jamie Frazer,United States,Tennessee,Johnson City,37604,15-11-2015,21-11-2015,Standard Class,Consumer,Office Supplies,Appliances,333.056,2,29.1424,0.2,South,2010
,CA-2015-116407,JF-15190,OFF-PA-10002137,"Southworth 100% RÃ©sumÃ© Paper, 24lb.",Jamie Frazer,United States,Tennessee,Johnson City,37604,15-11-2015,21-11-2015,Standard Class,Consumer,Office Supplies,Paper,24.896,4,7.78,0.2,South,2011
,US-2015-167633,BW-11200,OFF-PA-10004888,Xerox 217,Ben Wallace,United States,Florida,Boynton Beach,33437,30-09-2015,05-10-2015,Standard Class,Consumer,Office Supplies,Paper,15.552,3,5.4432,0.2,South,2106
,CA-2015-163013,BF-11080,OFF-AR-10001954,Newell 331,Bart Folk,United States,Alabama,Montgomery,36116,28-11-2015,04-12-2015,Standard Class,Consumer,Office Supplies,Art,14.67,3,3.9609,0,South,2198
,US-2015-165659,LT-17110,FUR-FU-10001935,3M Hangers With Command Adhesive,Liz Thompson,United States,Arkansas,Little Rock,72209,01-06-2015,06-06-2015,Standard Class,Consumer,Furniture,Furnishings,22.2,6,9.102,0,South,2201
,US-2015-165659,LT-17110,TEC-PH-10002563,Adtran 1202752G1,Liz Thompson,United States,Arkansas,Little Rock,72209,01-06-2015,06-06-2015,Standard Class,Consumer,Technology,Phones,881.93,7,229.3018,0,South,2202
,CA-2015-151953,DB-13555,OFF-AR-10003469,Nontoxic Chalk,Dorothy Badders,United States,Florida,Jacksonville,32216,20-09-2015,25-09-2015,Standard Class,Corporate,Office Supplies,Art,2.816,2,0.9856,0.2,South,2218
,CA-2015-104283,LM-17065,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",Liz MacKendrick,United States,Mississippi,Southaven,38671,27-06-2015,01-07-2015,Standard Class,Consumer,Office Supplies,Storage,306.2,5,0,0,South,2277
,CA-2015-104283,LM-17065,FUR-TA-10001039,KI Adjustable-Height Table,Liz MacKendrick,United States,Mississippi,Southaven,38671,27-06-2015,01-07-2015,Standard Class,Consumer,Furniture,Tables,85.98,1,22.3548,0,South,2278
,CA-2015-104283,LM-17065,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Liz MacKendrick,United States,Mississippi,Southaven,38671,27-06-2015,01-07-2015,Standard Class,Consumer,Technology,Accessories,223.96,4,53.7504,0,South,2279
,CA-2015-140886,KW-16570,OFF-AP-10000696,Holmes Odor Grabber,Kelly Williams,United States,Tennessee,Clarksville,37042,30-09-2015,04-10-2015,Standard Class,Consumer,Office Supplies,Appliances,69.216,6,11.2476,0.2,South,2335
,CA-2015-108707,DB-12910,OFF-PA-10000788,Xerox 210,Daniel Byrd,United States,Florida,Fort Lauderdale,33311,24-10-2015,29-10-2015,Standard Class,Home Office,Office Supplies,Paper,10.368,2,3.6288,0.2,South,2530
,CA-2015-111500,DJ-13510,OFF-PA-10000595,Xerox 1929,Don Jones,United States,Arkansas,Little Rock,72209,17-08-2015,21-08-2015,Standard Class,Corporate,Office Supplies,Paper,114.2,5,52.532,0,South,2531
,CA-2015-111500,DJ-13510,OFF-BI-10000829,Avery Non-Stick Binders,Don Jones,United States,Arkansas,Little Rock,72209,17-08-2015,21-08-2015,Standard Class,Corporate,Office Supplies,Binders,17.96,4,8.2616,0,South,2532
,CA-2015-111500,DJ-13510,OFF-FA-10002676,Colored Push Pins,Don Jones,United States,Arkansas,Little Rock,72209,17-08-2015,21-08-2015,Standard Class,Corporate,Office Supplies,Fasteners,12.67,7,4.5612,0,South,2533
,CA-2015-111500,DJ-13510,TEC-AC-10000844,LogitechÂ Gaming G510s - Keyboard,Don Jones,United States,Arkansas,Little Rock,72209,17-08-2015,21-08-2015,Standard Class,Corporate,Technology,Accessories,339.96,4,122.3856,0,South,2534
,CA-2015-129091,RA-19885,OFF-EN-10004955,Fashion Color Clasp Envelopes,Ruben Ausman,United States,Georgia,Columbus,31907,22-11-2015,27-11-2015,Standard Class,Corporate,Office Supplies,Envelopes,16.23,3,7.9527,0,South,2575
,CA-2015-129091,RA-19885,OFF-BI-10001071,GBC ProClick Punch Binding System,Ruben Ausman,United States,Georgia,Columbus,31907,22-11-2015,27-11-2015,Standard Class,Corporate,Office Supplies,Binders,319.9,5,156.751,0,South,2576
,CA-2015-129091,RA-19885,OFF-EN-10001990,Staple envelope,Ruben Ausman,United States,Georgia,Columbus,31907,22-11-2015,27-11-2015,Standard Class,Corporate,Office Supplies,Envelopes,11.36,2,5.3392,0,South,2577
,CA-2015-129091,RA-19885,OFF-AP-10002734,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Ruben Ausman,United States,Georgia,Columbus,31907,22-11-2015,27-11-2015,Standard Class,Corporate,Office Supplies,Appliances,675.12,3,290.3016,0,South,2578
,US-2015-155502,SD-20485,FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Shirley Daniels,United States,Virginia,Alexandria,22304,26-01-2015,31-01-2015,Standard Class,Home Office,Furniture,Furnishings,62.82,3,30.7818,0,South,2579
,US-2015-155502,SD-20485,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",Shirley Daniels,United States,Virginia,Alexandria,22304,26-01-2015,31-01-2015,Standard Class,Home Office,Office Supplies,Storage,489.92,8,0,0,South,2580
,US-2015-155502,SD-20485,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Shirley Daniels,United States,Virginia,Alexandria,22304,26-01-2015,31-01-2015,Standard Class,Home Office,Office Supplies,Paper,19.44,3,9.3312,0,South,2581
,US-2015-155502,SD-20485,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Shirley Daniels,United States,Virginia,Alexandria,22304,26-01-2015,31-01-2015,Standard Class,Home Office,Office Supplies,Paper,16.68,2,8.34,0,South,2582
,US-2015-155502,SD-20485,TEC-PH-10004833,Macally Suction Cup Mount,Shirley Daniels,United States,Virginia,Alexandria,22304,26-01-2015,31-01-2015,Standard Class,Home Office,Technology,Phones,155.35,13,0,0,South,2583
,US-2015-155502,SD-20485,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,Shirley Daniels,United States,Virginia,Alexandria,22304,26-01-2015,31-01-2015,Standard Class,Home Office,Furniture,Furnishings,12.42,3,4.4712,0,South,2584
,US-2015-155502,SD-20485,TEC-PH-10002103,Jabra SPEAK 410,Shirley Daniels,United States,Virginia,Alexandria,22304,26-01-2015,31-01-2015,Standard Class,Home Office,Technology,Phones,187.98,2,52.6344,0,South,2585
,CA-2015-112718,KN-16450,OFF-BI-10000591,Avery Binder Labels,Kean Nguyen,United States,Florida,Jacksonville,32216,16-12-2015,21-12-2015,Standard Class,Corporate,Office Supplies,Binders,1.167,1,-0.8558,0.7,South,2606
,CA-2015-143182,DL-12865,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Dan Lawera,United States,Florida,Hialeah,33012,15-10-2015,20-10-2015,Standard Class,Consumer,Furniture,Furnishings,15.384,1,4.0383,0.2,South,2695
,CA-2015-145317,SM-20320,TEC-MA-10003626,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Sean Miller,United States,Florida,Jacksonville,32216,18-03-2015,23-03-2015,Standard Class,Home Office,Technology,Machines,821.3,4,-16.426,0.5,South,2697
