Row ID,Order ID,Customer ID,Product ID,Product Name,Customer Name,Country,State,City,Postal Code,Order Date,Ship Date,Ship Mode,Segment,Category,Sub-Category,Sales,Quantity,Profit,Discount,Region
45,CA-2017-118255,ON-18715,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Odella Nelson,United States,Minnesota,Eagan,55122,11-03-2017,13-03-2017,First Class,Corporate,Technology,Accessories,45.98,2,19.7714,None,Central
46,CA-2017-118255,ON-18715,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Odella Nelson,United States,Minnesota,Eagan,55122,11-03-2017,13-03-2017,First Class,Corporate,Office Supplies,Binders,17.46,2,8.2062,None,Central
47,CA-2015-146703,PO-18865,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Patrick O'Donnell,United States,Michigan,Westland,48185,20-10-2015,25-10-2015,Second Class,Consumer,Office Supplies,Storage,211.96,4,8.4784,None,Central
50,CA-2016-115742,DP-13000,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Darren Powers,United States,Indiana,New Albany,47150,18-04-2016,22-04-2016,Standard Class,Consumer,Office Supplies,Binders,38.22,6,17.9634,None,Central
51,CA-2016-115742,DP-13000,OFF-LA-10002762,Avery 485,Darren Powers,United States,Indiana,New Albany,47150,18-04-2016,22-04-2016,Standard Class,Consumer,Office Supplies,Labels,75.18,6,35.3346,None,Central
52,CA-2016-115742,DP-13000,FUR-FU-10001706,Longer-Life Soft White Bulbs,Darren Powers,United States,Indiana,New Albany,47150,18-04-2016,22-04-2016,Standard Class,Consumer,Furniture,Furnishings,6.16,2,2.9568,None,Central
53,CA-2016-115742,DP-13000,FUR-CH-10003061,"Global Leather Task Chair, Black",Darren Powers,United States,Indiana,New Albany,47150,18-04-2016,22-04-2016,Standard Class,Consumer,Furniture,Chairs,89.99,1,17.0981,None,Central
67,US-2016-164175,PS-18970,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Paul Stevenson,United States,Illinois,Chicago,60610,30-04-2016,05-05-2016,Standard Class,Home Office,Furniture,Chairs,213.115,5,-15.2225,0.3,Central
72,CA-2018-114440,TB-21520,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Tracy Blumstein,United States,Michigan,Jackson,49201,14-09-2018,17-09-2018,Second Class,Consumer,Office Supplies,Paper,19.05,3,8.763,None,Central
76,US-2018-118038,KB-16600,OFF-BI-10004182,Economy Binders,Ken Brennan,United States,Texas,Houston,77041,09-12-2018,11-12-2018,First Class,Corporate,Office Supplies,Binders,1.248,3,-1.9344,0.8,Central
77,US-2018-118038,KB-16600,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",Ken Brennan,United States,Texas,Houston,77041,09-12-2018,11-12-2018,First Class,Corporate,Furniture,Furnishings,9.708,3,-5.8248,0.6,Central
78,US-2018-118038,KB-16600,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Ken Brennan,United States,Texas,Houston,77041,09-12-2018,11-12-2018,First Class,Corporate,Office Supplies,Storage,27.24,3,2.724,0.2,Central
79,US-2015-147606,JE-15745,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Joel Eaton,United States,Texas,Houston,77070,26-11-2015,01-12-2015,Second Class,Consumer,Furniture,Furnishings,19.3,5,-14.475,0.6,Central
85,US-2018-119662,CS-12400,OFF-ST-10003656,Safco Industrial Wire Shelving,Christopher Schild,United States,Illinois,Chicago,60623,13-11-2018,16-11-2018,First Class,Home Office,Office Supplies,Storage,230.376,3,-48.9549,0.2,Central
87,CA-2018-155558,PG-18895,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Paul Gonzalez,United States,Minnesota,Rochester,55901,26-10-2018,02-11-2018,Standard Class,Consumer,Technology,Accessories,19.99,1,6.7966,None,Central
88,CA-2018-155558,PG-18895,OFF-LA-10000134,Avery 511,Paul Gonzalez,United States,Minnesota,Rochester,55901,26-10-2018,02-11-2018,Standard Class,Consumer,Office Supplies,Labels,6.16,2,2.9568,None,Central
89,CA-2017-159695,GM-14455,OFF-ST-10003442,Eldon Portable Mobile Manager,Gary Mitchum,United States,Texas,Houston,77095,05-04-2017,10-04-2017,Second Class,Home Office,Office Supplies,Storage,158.368,7,13.8572,0.2,Central
93,CA-2016-149587,KB-16315,OFF-PA-10003177,Xerox 1999,Karl Braun,United States,Minnesota,Minneapolis,55407,31-01-2016,05-02-2016,Second Class,Consumer,Office Supplies,Paper,12.96,2,6.2208,None,Central
94,CA-2016-149587,KB-16315,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Karl Braun,United States,Minnesota,Minneapolis,55407,31-01-2016,05-02-2016,Second Class,Consumer,Furniture,Furnishings,53.34,3,16.5354,None,Central
95,CA-2016-149587,KB-16315,OFF-BI-10002852,Ibico Standard Transparent Covers,Karl Braun,United States,Minnesota,Minneapolis,55407,31-01-2016,05-02-2016,Second Class,Consumer,Office Supplies,Binders,32.96,2,16.1504,None,Central
99,CA-2017-149223,ER-13855,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Elpida Rittenbach,United States,Minnesota,Saint Paul,55106,06-09-2017,11-09-2017,Standard Class,Corporate,Office Supplies,Appliances,77.88,6,22.5852,None,Central
100,CA-2017-158568,RB-19465,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,Rick Bensley,United States,Illinois,Chicago,60610,29-08-2017,02-09-2017,Standard Class,Home Office,Office Supplies,Paper,64.624,7,22.6184,0.2,Central
101,CA-2017-158568,RB-19465,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Rick Bensley,United States,Illinois,Chicago,60610,29-08-2017,02-09-2017,Standard Class,Home Office,Technology,Accessories,95.976,3,-10.7973,0.2,Central
102,CA-2017-158568,RB-19465,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Rick Bensley,United States,Illinois,Chicago,60610,29-08-2017,02-09-2017,Standard Class,Home Office,Office Supplies,Binders,1.788,3,-3.0396,0.8,Central
103,CA-2017-129903,GZ-14470,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Gary Zandusky,United States,Minnesota,Rochester,55901,01-12-2017,04-12-2017,Second Class,Consumer,Office Supplies,Paper,23.92,4,11.7208,None,Central
110,CA-2016-129476,PA-19060,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Pete Armstrong,United States,Illinois,Orland Park,60462,15-10-2016,20-10-2016,Standard Class,Home Office,Technology,Accessories,339.96,5,67.992,0.2,Central
112,CA-2017-128867,CL-12565,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Clay Ludtke,United States,Iowa,Urbandale,50322,03-11-2017,10-11-2017,Standard Class,Consumer,Office Supplies,Art,75.96,2,22.788,None,Central
113,CA-2017-128867,CL-12565,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Clay Ludtke,United States,Iowa,Urbandale,50322,03-11-2017,10-11-2017,Standard Class,Consumer,Office Supplies,Binders,27.24,6,13.3476,None,Central
125,US-2015-152030,AD-10180,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Alan Dominguez,United States,Texas,Houston,77041,26-12-2015,28-12-2015,Second Class,Home Office,Furniture,Chairs,600.558,3,-8.5794,0.3,Central
126,US-2015-134614,PF-19165,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Philip Fox,United States,Illinois,Bloomington,61701,20-09-2015,25-09-2015,Standard Class,Consumer,Furniture,Tables,617.7,6,-407.682,0.5,Central
145,CA-2018-155376,SG-20080,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Sandra Glassco,United States,Missouri,Independence,64055,22-12-2018,27-12-2018,Standard Class,Consumer,Office Supplies,Appliances,839.43,3,218.2518,None,Central
148,CA-2017-114489,JE-16165,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Justin Ellison,United States,Wisconsin,Franklin,53132,05-12-2017,09-12-2017,Standard Class,Corporate,Technology,Phones,384.45,11,103.8015,None,Central
149,CA-2017-114489,JE-16165,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Justin Ellison,United States,Wisconsin,Franklin,53132,05-12-2017,09-12-2017,Standard Class,Corporate,Technology,Phones,149.97,3,5.9988,None,Central
150,CA-2017-114489,JE-16165,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Justin Ellison,United States,Wisconsin,Franklin,53132,05-12-2017,09-12-2017,Standard Class,Corporate,Furniture,Chairs,1951.84,8,585.552,None,Central
151,CA-2017-114489,JE-16165,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Justin Ellison,United States,Wisconsin,Franklin,53132,05-12-2017,09-12-2017,Standard Class,Corporate,Office Supplies,Binders,171.55,5,80.6285,None,Central
159,CA-2017-114104,NP-18670,OFF-LA-10002475,Avery 519,Nora Paige,United States,Oklahoma,Edmond,73034,20-11-2017,24-11-2017,Standard Class,Consumer,Office Supplies,Labels,14.62,2,6.8714,None,Central
160,CA-2017-114104,NP-18670,TEC-PH-10004536,Avaya 5420 Digital phone,Nora Paige,United States,Oklahoma,Edmond,73034,20-11-2017,24-11-2017,Standard Class,Consumer,Technology,Phones,944.93,7,236.2325,None,Central
165,CA-2015-139892,BM-11140,OFF-AR-10004441,BIC Brite Liner Highlighters,Becky Martin,United States,Texas,San Antonio,78207,08-09-2015,12-09-2015,Standard Class,Consumer,Office Supplies,Art,9.936,3,2.7324,0.2,Central
166,CA-2015-139892,BM-11140,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Becky Martin,United States,Texas,San Antonio,78207,08-09-2015,12-09-2015,Standard Class,Consumer,Technology,Machines,8159.952,8,-1359.992,0.4,Central
167,CA-2015-139892,BM-11140,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Becky Martin,United States,Texas,San Antonio,78207,08-09-2015,12-09-2015,Standard Class,Consumer,Office Supplies,Storage,275.928,3,-58.6347,0.2,Central
168,CA-2015-139892,BM-11140,FUR-CH-10004287,SAFCO Arco Folding Chair,Becky Martin,United States,Texas,San Antonio,78207,08-09-2015,12-09-2015,Standard Class,Consumer,Furniture,Chairs,1740.06,9,-24.858,0.3,Central
169,CA-2015-139892,BM-11140,OFF-AR-10002656,Sanford Liquid Accent Highlighters,Becky Martin,United States,Texas,San Antonio,78207,08-09-2015,12-09-2015,Standard Class,Consumer,Office Supplies,Art,32.064,6,6.8136,0.2,Central
170,CA-2015-139892,BM-11140,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Becky Martin,United States,Texas,San Antonio,78207,08-09-2015,12-09-2015,Standard Class,Consumer,Office Supplies,Appliances,177.98,5,-453.849,0.8,Central
171,CA-2015-139892,BM-11140,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Becky Martin,United States,Texas,San Antonio,78207,08-09-2015,12-09-2015,Standard Class,Consumer,Technology,Phones,143.976,3,8.9985,0.2,Central
175,US-2015-100853,JB-15400,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Jennifer Braxton,United States,Illinois,Chicago,60623,14-09-2015,19-09-2015,Standard Class,Corporate,Office Supplies,Appliances,52.448,2,-131.12,0.8,Central
176,US-2015-100853,JB-15400,OFF-LA-10003148,Avery 51,Jennifer Braxton,United States,Illinois,Chicago,60623,14-09-2015,19-09-2015,Standard Class,Corporate,Office Supplies,Labels,20.16,4,6.552,0.2,Central
177,US-2018-152366,SJ-20500,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Shirley Jackson,United States,Texas,Houston,77036,21-04-2018,25-04-2018,Second Class,Consumer,Office Supplies,Appliances,97.264,4,-243.16,0.8,Central
181,CA-2015-166191,DK-13150,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",David Kendrick,United States,Illinois,Decatur,62521,05-12-2015,09-12-2015,Second Class,Corporate,Office Supplies,Storage,24.816,2,1.8612,0.2,Central
182,CA-2015-166191,DK-13150,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,David Kendrick,United States,Illinois,Decatur,62521,05-12-2015,09-12-2015,Second Class,Corporate,Technology,Accessories,408.744,7,76.6395,0.2,Central
188,CA-2017-157000,AM-10360,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Alice McCarthy,United States,Texas,Grand Prairie,75051,16-07-2017,22-07-2017,Standard Class,Corporate,Office Supplies,Storage,37.224,3,3.7224,0.2,Central
189,CA-2017-157000,AM-10360,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Alice McCarthy,United States,Texas,Grand Prairie,75051,16-07-2017,22-07-2017,Standard Class,Corporate,Office Supplies,Paper,20.016,3,6.255,0.2,Central
204,US-2018-116701,LC-17140,OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Logan Currie,United States,Texas,Dallas,75220,17-12-2018,21-12-2018,Second Class,Consumer,Office Supplies,Appliances,66.284,2,-178.9668,0.8,Central
207,CA-2018-135860,JH-15985,OFF-ST-10000642,"Tennsco Lockers, Gray",Joseph Holt,United States,Michigan,Saginaw,48601,01-12-2018,07-12-2018,Standard Class,Consumer,Office Supplies,Storage,83.92,4,5.8744,None,Central
208,CA-2018-135860,JH-15985,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Joseph Holt,United States,Michigan,Saginaw,48601,01-12-2018,07-12-2018,Standard Class,Consumer,Technology,Phones,131.98,2,35.6346,None,Central
209,CA-2018-135860,JH-15985,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Joseph Holt,United States,Michigan,Saginaw,48601,01-12-2018,07-12-2018,Standard Class,Consumer,Office Supplies,Binders,15.92,4,7.4824,None,Central
210,CA-2018-135860,JH-15985,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",Joseph Holt,United States,Michigan,Saginaw,48601,01-12-2018,07-12-2018,Standard Class,Consumer,Office Supplies,Fasteners,52.29,9,16.2099,None,Central
211,CA-2018-135860,JH-15985,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Joseph Holt,United States,Michigan,Saginaw,48601,01-12-2018,07-12-2018,Standard Class,Consumer,Office Supplies,Storage,91.99,1,3.6796,None,Central
212,CA-2016-101007,MS-17980,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Michael Stewart,United States,Texas,Dallas,75220,09-02-2016,13-02-2016,Second Class,Corporate,Technology,Accessories,20.8,2,6.5,0.2,Central
226,CA-2016-163055,DS-13180,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",David Smith,United States,Michigan,Detroit,48227,09-08-2016,16-08-2016,Standard Class,Corporate,Office Supplies,Art,2.2,1,0.968,None,Central
227,CA-2016-163055,DS-13180,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,David Smith,United States,Michigan,Detroit,48227,09-08-2016,16-08-2016,Standard Class,Corporate,Furniture,Tables,622.45,5,136.939,None,Central
228,CA-2016-163055,DS-13180,OFF-ST-10002485,Rogers Deluxe File Chest,David Smith,United States,Michigan,Detroit,48227,09-08-2016,16-08-2016,Standard Class,Corporate,Office Supplies,Storage,21.98,1,0.2198,None,Central
238,CA-2017-157749,KL-16645,OFF-PA-10003349,Xerox 1957,Ken Lonsdale,United States,Illinois,Chicago,60610,04-06-2017,09-06-2017,Second Class,Consumer,Office Supplies,Paper,25.92,5,9.396,0.2,Central
239,CA-2017-157749,KL-16645,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Ken Lonsdale,United States,Illinois,Chicago,60610,04-06-2017,09-06-2017,Second Class,Consumer,Furniture,Furnishings,419.68,5,-356.728,0.6,Central
240,CA-2017-157749,KL-16645,FUR-FU-10004351,Staple-based wall hangings,Ken Lonsdale,United States,Illinois,Chicago,60610,04-06-2017,09-06-2017,Second Class,Consumer,Furniture,Furnishings,11.688,3,-4.6752,0.6,Central
241,CA-2017-157749,KL-16645,TEC-PH-10000011,PureGear Roll-On Screen Protector,Ken Lonsdale,United States,Illinois,Chicago,60610,04-06-2017,09-06-2017,Second Class,Consumer,Technology,Phones,31.984,2,11.1944,0.2,Central
242,CA-2017-157749,KL-16645,FUR-TA-10002607,KI Conference Tables,Ken Lonsdale,United States,Illinois,Chicago,60610,04-06-2017,09-06-2017,Second Class,Consumer,Furniture,Tables,177.225,5,-120.513,0.5,Central
243,CA-2017-157749,KL-16645,FUR-FU-10002505,Eldon 100 Class Desk Accessories,Ken Lonsdale,United States,Illinois,Chicago,60610,04-06-2017,09-06-2017,Second Class,Consumer,Furniture,Furnishings,4.044,3,-2.8308,0.6,Central
244,CA-2017-157749,KL-16645,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Ken Lonsdale,United States,Illinois,Chicago,60610,04-06-2017,09-06-2017,Second Class,Consumer,Office Supplies,Art,7.408,2,1.2038,0.2,Central
245,CA-2015-131926,DW-13480,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Dianna Wilson,United States,Minnesota,Lakeville,55044,01-06-2015,06-06-2015,Second Class,Home Office,Furniture,Chairs,2001.86,7,580.5394,None,Central
246,CA-2015-131926,DW-13480,OFF-ST-10002276,Safco Steel Mobile File Cart,Dianna Wilson,United States,Minnesota,Lakeville,55044,01-06-2015,06-06-2015,Second Class,Home Office,Office Supplies,Storage,166.72,2,41.68,None,Central
247,CA-2015-131926,DW-13480,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Dianna Wilson,United States,Minnesota,Lakeville,55044,01-06-2015,06-06-2015,Second Class,Home Office,Office Supplies,Paper,47.88,6,23.94,None,Central
248,CA-2015-131926,DW-13480,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Dianna Wilson,United States,Minnesota,Lakeville,55044,01-06-2015,06-06-2015,Second Class,Home Office,Office Supplies,Appliances,1503.25,5,496.0725,None,Central
249,CA-2015-131926,DW-13480,OFF-PA-10000061,Xerox 205,Dianna Wilson,United States,Minnesota,Lakeville,55044,01-06-2015,06-06-2015,Second Class,Home Office,Office Supplies,Paper,25.92,4,12.4416,None,Central
255,US-2016-159982,DR-12880,FUR-FU-10002505,Eldon 100 Class Desk Accessories,Dan Reichenbach,United States,Illinois,Chicago,60623,28-11-2016,04-12-2016,Standard Class,Corporate,Furniture,Furnishings,12.132,9,-8.4924,0.6,Central
256,US-2016-159982,DR-12880,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Dan Reichenbach,United States,Illinois,Chicago,60623,28-11-2016,04-12-2016,Standard Class,Corporate,Office Supplies,Storage,82.368,2,-19.5624,0.2,Central
257,US-2016-159982,DR-12880,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Dan Reichenbach,United States,Illinois,Chicago,60623,28-11-2016,04-12-2016,Standard Class,Corporate,Office Supplies,Storage,53.92,5,4.044,0.2,Central
258,US-2016-159982,DR-12880,TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,Dan Reichenbach,United States,Illinois,Chicago,60623,28-11-2016,04-12-2016,Standard Class,Corporate,Technology,Phones,647.904,6,56.6916,0.2,Central
262,US-2018-155299,Dl-13600,OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Dorris liebe,United States,Texas,Pasadena,77506,08-06-2018,12-06-2018,Standard Class,Corporate,Office Supplies,Appliances,1.624,2,-4.466,0.8,Central
263,US-2015-106992,SB-20290,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Sean Braxton,United States,Texas,Houston,77036,19-09-2015,21-09-2015,Second Class,Corporate,Technology,Machines,3059.982,3,-509.997,0.4,Central
264,US-2015-106992,SB-20290,TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,Sean Braxton,United States,Texas,Houston,77036,19-09-2015,21-09-2015,Second Class,Corporate,Technology,Machines,2519.958,7,-251.9958,0.4,Central
265,CA-2017-125318,RC-19825,TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,Roy Collins,United States,Illinois,Chicago,60610,06-06-2017,13-06-2017,Standard Class,Consumer,Technology,Phones,328.224,4,28.7196,0.2,Central
281,US-2016-161991,SC-20725,OFF-BI-10004967,Round Ring Binders,Steven Cartwright,United States,Texas,Houston,77070,26-09-2016,28-09-2016,Second Class,Consumer,Office Supplies,Binders,2.08,5,-3.432,0.8,Central
282,US-2016-161991,SC-20725,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Steven Cartwright,United States,Texas,Houston,77070,26-09-2016,28-09-2016,Second Class,Consumer,Technology,Phones,1114.4,7,376.11,0.2,Central
304,US-2018-152380,JH-15910,FUR-TA-10002533,BPI Conference Tables,Jonathan Howell,United States,Illinois,Chicago,60623,19-11-2018,23-11-2018,Standard Class,Consumer,Furniture,Tables,219.075,3,-131.445,0.5,Central
306,CA-2015-130960,KB-16600,OFF-AR-10003651,Newell 350,Ken Brennan,United States,Michigan,Taylor,48180,30-12-2015,04-01-2016,Standard Class,Corporate,Office Supplies,Art,9.84,3,2.8536,None,Central
345,US-2016-120712,CS-12130,OFF-ST-10000107,Fellowes Super Stor/Drawer,Chad Sievert,United States,Texas,Austin,78745,20-12-2016,24-12-2016,Standard Class,Consumer,Office Supplies,Storage,88.8,4,-2.22,0.2,Central
371,CA-2018-104745,GT-14755,OFF-PA-10002036,Xerox 1930,Guy Thornton,United States,Texas,Harlingen,78550,29-05-2018,04-06-2018,Standard Class,Consumer,Office Supplies,Paper,25.92,5,9.396,0.2,Central
372,CA-2018-104745,GT-14755,OFF-ST-10002205,File Shuttle I and Handi-File,Guy Thornton,United States,Texas,Harlingen,78550,29-05-2018,04-06-2018,Standard Class,Consumer,Office Supplies,Storage,53.424,3,4.6746,0.2,Central
377,US-2017-134656,MM-18280,OFF-PA-10003039,Xerox 1960,Muhammed MacIntyre,United States,Illinois,Quincy,62301,28-09-2017,01-10-2017,First Class,Corporate,Office Supplies,Paper,99.136,4,30.98,0.2,Central
379,CA-2016-130792,RA-19915,OFF-AP-10000696,Holmes Odor Grabber,Russell Applegate,United States,Texas,Houston,77095,28-04-2016,05-05-2016,Standard Class,Consumer,Office Supplies,Appliances,8.652,3,-20.3322,0.8,Central
380,CA-2016-130792,RA-19915,OFF-ST-10003327,Akro-Mils 12-Gallon Tote,Russell Applegate,United States,Texas,Houston,77095,28-04-2016,05-05-2016,Standard Class,Consumer,Office Supplies,Storage,23.832,3,2.6811,0.2,Central
381,CA-2016-130792,RA-19915,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Russell Applegate,United States,Texas,Houston,77095,28-04-2016,05-05-2016,Standard Class,Consumer,Office Supplies,Binders,12.176,4,-18.8728,0.8,Central
384,CA-2016-125395,LA-16780,TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Laura Armstrong,United States,Michigan,Taylor,48180,26-06-2016,29-06-2016,Second Class,Corporate,Technology,Accessories,41.9,2,8.799,None,Central
394,US-2015-134971,BP-11095,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Bart Pistole,United States,Illinois,Peoria,61604,07-06-2015,10-06-2015,Second Class,Corporate,Office Supplies,Binders,12.462,3,-20.5623,0.8,Central
398,CA-2016-122259,HP-14815,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Harold Pawlan,United States,Michigan,Jackson,49201,31-10-2016,04-11-2016,Standard Class,Home Office,Office Supplies,Supplies,70.12,4,21.036,None,Central
399,CA-2017-108987,AG-10675,OFF-ST-10001580,Super Decoflex Portable Personal File,Anna Gayman,United States,Texas,Houston,77036,08-09-2017,10-09-2017,Second Class,Consumer,Office Supplies,Storage,35.952,3,3.5952,0.2,Central
