Row ID,Order ID,Customer ID,Product ID,Product Name,Customer Name,Country,State,City,Postal Code,Order Date,Ship Date,Ship Mode,Segment,Category,Sub-Category,Sales,Quantity,Profit,Discount,Region
3228,CA-2015-108189,ES-14080,TEC-PH-10001557,Pyle PMP37LED,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Phones,230.376,3,20.1579,0.2,West
3229,CA-2015-108189,ES-14080,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Accessories,7.16,1,-0.089500000,0.2,West
3223,CA-2015-108189,ES-14080,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Paper,9.408,2,3.4104,0.2,West
3224,CA-2015-108189,ES-14080,OFF-FA-10000735,Staples,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Fasteners,4.672,2,1.46,0.2,West
3225,CA-2015-108189,ES-14080,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Phones,318.4,2,107.46,0.2,West
3226,CA-2015-108189,ES-14080,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Envelopes,12.768,6,4.6284,0.2,West
3227,CA-2015-108189,ES-14080,OFF-SU-10003567,Stiletto Hand Letter Openers,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Supplies,15.36,2,-3.264,0.2,West
3228,CA-2015-108189,ES-14080,TEC-PH-10001557,Pyle PMP37LED,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Phones,230.376,3,20.1579,0.2,West
3229,CA-2015-108189,ES-14080,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Accessories,7.16,1,-0.089500000,0.2,West
3223,CA-2015-108189,ES-14080,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Paper,9.408,2,3.4104,0.2,West
3224,CA-2015-108189,ES-14080,OFF-FA-10000735,Staples,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Fasteners,4.672,2,1.46,0.2,West
3225,CA-2015-108189,ES-14080,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Phones,318.4,2,107.46,0.2,West
3226,CA-2015-108189,ES-14080,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Envelopes,12.768,6,4.6284,0.2,West
3227,CA-2015-108189,ES-14080,OFF-SU-10003567,Stiletto Hand Letter Openers,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Supplies,15.36,2,-3.264,0.2,West
3228,CA-2015-108189,ES-14080,TEC-PH-10001557,Pyle PMP37LED,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Phones,230.376,3,20.1579,0.2,West
3229,CA-2015-108189,ES-14080,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Accessories,7.16,1,-0.089500000,0.2,West
3223,CA-2015-108189,ES-14080,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Paper,9.408,2,3.4104,0.2,West
3224,CA-2015-108189,ES-14080,OFF-FA-10000735,Staples,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Fasteners,4.672,2,1.46,0.2,West
3225,CA-2015-108189,ES-14080,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Phones,318.4,2,107.46,0.2,West
3226,CA-2015-108189,ES-14080,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Envelopes,12.768,6,4.6284,0.2,West
3227,CA-2015-108189,ES-14080,OFF-SU-10003567,Stiletto Hand Letter Openers,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Supplies,15.36,2,-3.264,0.2,West
3228,CA-2015-108189,ES-14080,TEC-PH-10001557,Pyle PMP37LED,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Phones,230.376,3,20.1579,0.2,West
3229,CA-2015-108189,ES-14080,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Accessories,7.16,1,-0.089500000,0.2,West
3223,CA-2015-108189,ES-14080,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Paper,9.408,2,3.4104,0.2,West
3224,CA-2015-108189,ES-14080,OFF-FA-10000735,Staples,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Fasteners,4.672,2,1.46,0.2,West
3225,CA-2015-108189,ES-14080,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Phones,318.4,2,107.46,0.2,West
3226,CA-2015-108189,ES-14080,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Envelopes,12.768,6,4.6284,0.2,West
3227,CA-2015-108189,ES-14080,OFF-SU-10003567,Stiletto Hand Letter Openers,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Supplies,15.36,2,-3.264,0.2,West
3228,CA-2015-108189,ES-14080,TEC-PH-10001557,Pyle PMP37LED,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Phones,230.376,3,20.1579,0.2,West
3229,CA-2015-108189,ES-14080,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Accessories,7.16,1,-0.089500000,0.2,West
3223,CA-2015-108189,ES-14080,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Paper,9.408,2,3.4104,0.2,West
3224,CA-2015-108189,ES-14080,OFF-FA-10000735,Staples,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Fasteners,4.672,2,1.46,0.2,West
3225,CA-2015-108189,ES-14080,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Phones,318.4,2,107.46,0.2,West
3226,CA-2015-108189,ES-14080,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Envelopes,12.768,6,4.6284,0.2,West
3227,CA-2015-108189,ES-14080,OFF-SU-10003567,Stiletto Hand Letter Openers,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Office Supplies,Supplies,15.36,2,-3.264,0.2,West
3228,CA-2015-108189,ES-14080,TEC-PH-10001557,Pyle PMP37LED,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Phones,230.376,3,20.1579,0.2,West
3229,CA-2015-108189,ES-14080,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Erin Smith,United States,AZ,Tempe,85281,02-10-2015 12:00:00 am,05-10-2015 12:00:00 am,First Class,Corporate,Technology,Accessories,7.16,1,-0.089500000,0.2,West
2103,CA-2015-123295,AH-10120,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Adrian Hane,United States,AZ,Tucson,85705,18-07-2015 12:00:00 am,18-07-2015 12:00:00 am,Same Day,Home Office,Furniture,Chairs,259.136,4,-25.9136,0.2,West
6002,CA-2015-124079,RF-19345,FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",Randy Ferguson,United States,AZ,Phoenix,85023,13-12-2015 12:00:00 am,17-12-2015 12:00:00 am,Standard Class,Corporate,Furniture,Furnishings,87.96,3,7.6965,0.2,West
6003,CA-2015-124079,RF-19345,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Randy Ferguson,United States,AZ,Phoenix,85023,13-12-2015 12:00:00 am,17-12-2015 12:00:00 am,Standard Class,Corporate,Office Supplies,Binders,5.214,2,-4.1712,0.7,West
6002,CA-2015-124079,RF-19345,FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",Randy Ferguson,United States,AZ,Phoenix,85023,13-12-2015 12:00:00 am,17-12-2015 12:00:00 am,Standard Class,Corporate,Furniture,Furnishings,87.96,3,7.6965,0.2,West
6003,CA-2015-124079,RF-19345,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Randy Ferguson,United States,AZ,Phoenix,85023,13-12-2015 12:00:00 am,17-12-2015 12:00:00 am,Standard Class,Corporate,Office Supplies,Binders,5.214,2,-4.1712,0.7,West
3156,CA-2015-128986,GH-14410,OFF-PA-10001289,White Computer Printout Paper by Universal,Gary Hansen,United States,AZ,Glendale,85301,03-08-2015 12:00:00 am,05-08-2015 12:00:00 am,Second Class,Home Office,Office Supplies,Paper,93.024,3,33.7212,0.2,West
9001,CA-2015-133389,TB-21280,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,Toby Braunhardt,United States,AZ,Phoenix,85023,22-06-2015 12:00:00 am,22-06-2015 12:00:00 am,Same Day,Consumer,Office Supplies,Binders,8.226,3,-6.0324,0.7,West
9041,CA-2015-138177,ND-18460,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Neil Ducich,United States,AZ,Chandler,85224,19-09-2015 12:00:00 am,24-09-2015 12:00:00 am,Standard Class,Corporate,Furniture,Tables,73.915,1,-45.8273,0.5,West
4690,CA-2015-138681,CT-11995,FUR-FU-10001876,"Computer Room Manger, 14""",Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Furniture,Furnishings,51.968,2,10.3936,0.2,West
4691,CA-2015-138681,CT-11995,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Technology,Accessories,71.976,3,21.5928,0.2,West
4692,CA-2015-138681,CT-11995,FUR-CH-10004860,Global Low Back Tilter Chair,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Furniture,Chairs,242.352,3,-42.4116,0.2,West
4693,CA-2015-138681,CT-11995,OFF-PA-10000357,Xerox 1888,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Office Supplies,Paper,221.92,5,77.672,0.2,West
4694,CA-2015-138681,CT-11995,OFF-PA-10003270,Xerox 1954,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Office Supplies,Paper,8.448,2,2.64,0.2,West
4690,CA-2015-138681,CT-11995,FUR-FU-10001876,"Computer Room Manger, 14""",Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Furniture,Furnishings,51.968,2,10.3936,0.2,West
4691,CA-2015-138681,CT-11995,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Technology,Accessories,71.976,3,21.5928,0.2,West
4692,CA-2015-138681,CT-11995,FUR-CH-10004860,Global Low Back Tilter Chair,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Furniture,Chairs,242.352,3,-42.4116,0.2,West
4693,CA-2015-138681,CT-11995,OFF-PA-10000357,Xerox 1888,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Office Supplies,Paper,221.92,5,77.672,0.2,West
4694,CA-2015-138681,CT-11995,OFF-PA-10003270,Xerox 1954,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Office Supplies,Paper,8.448,2,2.64,0.2,West
4690,CA-2015-138681,CT-11995,FUR-FU-10001876,"Computer Room Manger, 14""",Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Furniture,Furnishings,51.968,2,10.3936,0.2,West
4691,CA-2015-138681,CT-11995,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Technology,Accessories,71.976,3,21.5928,0.2,West
4692,CA-2015-138681,CT-11995,FUR-CH-10004860,Global Low Back Tilter Chair,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Furniture,Chairs,242.352,3,-42.4116,0.2,West
4693,CA-2015-138681,CT-11995,OFF-PA-10000357,Xerox 1888,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Office Supplies,Paper,221.92,5,77.672,0.2,West
4694,CA-2015-138681,CT-11995,OFF-PA-10003270,Xerox 1954,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Office Supplies,Paper,8.448,2,2.64,0.2,West
4690,CA-2015-138681,CT-11995,FUR-FU-10001876,"Computer Room Manger, 14""",Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Furniture,Furnishings,51.968,2,10.3936,0.2,West
4691,CA-2015-138681,CT-11995,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Technology,Accessories,71.976,3,21.5928,0.2,West
4692,CA-2015-138681,CT-11995,FUR-CH-10004860,Global Low Back Tilter Chair,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Furniture,Chairs,242.352,3,-42.4116,0.2,West
4693,CA-2015-138681,CT-11995,OFF-PA-10000357,Xerox 1888,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Office Supplies,Paper,221.92,5,77.672,0.2,West
4694,CA-2015-138681,CT-11995,OFF-PA-10003270,Xerox 1954,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Office Supplies,Paper,8.448,2,2.64,0.2,West
4690,CA-2015-138681,CT-11995,FUR-FU-10001876,"Computer Room Manger, 14""",Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Furniture,Furnishings,51.968,2,10.3936,0.2,West
4691,CA-2015-138681,CT-11995,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Technology,Accessories,71.976,3,21.5928,0.2,West
4692,CA-2015-138681,CT-11995,FUR-CH-10004860,Global Low Back Tilter Chair,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Furniture,Chairs,242.352,3,-42.4116,0.2,West
4693,CA-2015-138681,CT-11995,OFF-PA-10000357,Xerox 1888,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Office Supplies,Paper,221.92,5,77.672,0.2,West
4694,CA-2015-138681,CT-11995,OFF-PA-10003270,Xerox 1954,Carol Triggs,United States,AZ,Tucson,85705,20-12-2015 12:00:00 am,22-12-2015 12:00:00 am,First Class,Consumer,Office Supplies,Paper,8.448,2,2.64,0.2,West
3699,CA-2015-140039,ON-18715,OFF-ST-10001034,Eldon File Chest Portable File,Odella Nelson,United States,AZ,Tempe,85281,13-09-2015 12:00:00 am,17-09-2015 12:00:00 am,Standard Class,Corporate,Office Supplies,Storage,79.4,5,5.955000000,0.2,West
5463,CA-2015-146591,TS-21340,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Toby Swindell,United States,AZ,Scottsdale,85254,19-01-2015 12:00:00 am,20-01-2015 12:00:00 am,First Class,Consumer,Office Supplies,Binders,32.34,10,-23.716,0.7,West
5464,CA-2015-146591,TS-21340,OFF-PA-10000659,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Toby Swindell,United States,AZ,Scottsdale,85254,19-01-2015 12:00:00 am,20-01-2015 12:00:00 am,First Class,Consumer,Office Supplies,Paper,56.064,4,19.6224,0.2,West
5465,CA-2015-146591,TS-21340,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Toby Swindell,United States,AZ,Scottsdale,85254,19-01-2015 12:00:00 am,20-01-2015 12:00:00 am,First Class,Consumer,Office Supplies,Envelopes,108.72,5,36.693,0.2,West
5466,CA-2015-146591,TS-21340,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Toby Swindell,United States,AZ,Scottsdale,85254,19-01-2015 12:00:00 am,20-01-2015 12:00:00 am,First Class,Consumer,Furniture,Bookcases,181.47,5,-320.597,0.7,West
5463,CA-2015-146591,TS-21340,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Toby Swindell,United States,AZ,Scottsdale,85254,19-01-2015 12:00:00 am,20-01-2015 12:00:00 am,First Class,Consumer,Office Supplies,Binders,32.34,10,-23.716,0.7,West
5464,CA-2015-146591,TS-21340,OFF-PA-10000659,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Toby Swindell,United States,AZ,Scottsdale,85254,19-01-2015 12:00:00 am,20-01-2015 12:00:00 am,First Class,Consumer,Office Supplies,Paper,56.064,4,19.6224,0.2,West
